                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-21.11.1"                                 "CRMATH"                               "20220218"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139 
                            model_number                                num_zones                                 star_age                             star_age_sec                             star_age_min                              star_age_hr                             star_age_day                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                   surf_avg_Lrad_div_Ledd                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                       Orbital_separation                         Orbital_velocity                      Log_Infall_distance                      Log_Injected_energy                   Log_Destruction_factor                        Engulfed_fraction                      Total_mass_affected                              Planet_mass                            Planet_radius                             Bondi_radius                              Sound_speed                          Tidal_timescale                Log_Infall_distance_tides 
                                       1                                     2944                  1.2698660192293832E+005                  4.0073923888433184E+012                  6.6789873147388641E+010                  1.1131645524564774E+009                  4.6381856352353223E+007                  5.1037579019174926E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475533E-001                  2.6278668323870336E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475533E-001                  2.6278668323870336E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6278668323870336E-001                                        1                  9.9999990516066883E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3104448898047663E-002                                        1                  9.9854901034821675E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579123604465586E+000                 -1.6074023533587866E+001                 -9.8999999999999986E+001                  1.5579123604465586E+000                 -9.1808609523733531E-001                  1.5564585339959311E+000                 -1.6074023533587866E+001                  4.8643746180380590E+032                  4.8704326688701765E+032                  4.9098342983226637E+032                  4.9384717745136070E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912722E-001                                        1                  2.4448284399222669E-001                                        2                  2.4470066481091929E-001                                        3                  2.4493960811245014E-001                                        4                  2.4521974300357458E-001                                        5                  2.4570989617561095E-001                                        6                  2.4582732523659195E-001                                        5                  2.4642910112107802E-001                                        4                  2.4691889637317516E-001                                        3                  2.4747363585959226E-001                  2.4522801032158734E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509884720671133E+000                  1.5599805376073703E+000                  1.0015358178172267E+001                  1.0006664855339560E+000                  2.4367346562352208E+000                  3.6369775008462363E-010                  0.0000000000000000E+000                  7.5662554751253790E+000                  5.2920380730494099E+000                  2.1317980400284089E+001                  5.2920380730494099E+000                  7.5662554751253790E+000                  1.3400436535535236E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  0.0000000000000000E+000                  9.8009808018294253E-001                  5.3532528173798102E-005                  4.0714184048456200E-003                  3.1225065530180976E-003                  9.3804978873303288E-003                  5.1148806501771005E-001                  4.6752869864531060E-001                                        0                                        5                  1.0500000000000000E+001                  1.3478766994620500E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8671839391814800E+000                  0.0000000000000000E+000                  4.9999999999835643E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.1000000000000001E-002                  1.0000000000000000E+001                  8.4287537936465128E+005                  1.1041605836191378E+001 
                                       2                                     2924                  1.2707088946087478E+005                  4.0100523012505020E+012                  6.6834205020841698E+010                  1.1139034170140283E+009                  4.6412642375584513E+007                  1.9257633681537014E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282973152008388E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282973152008388E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6282973152008388E-001                                        1                  9.9999990474430589E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3250385139895905E-002                                        1                  9.9854433328722325E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579078536047648E+000                 -1.6074020804044896E+001                 -9.8999999999999986E+001                  1.5579078536047646E+000                 -9.1809012587644523E-001                  1.5564540255573487E+000                 -1.6074020804044896E+001                  4.8643763980020217E+032                  4.8704339150649843E+032                  4.9098351764158474E+032                  4.9385206033197881E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912661E-001                                        1                  2.4448284399222608E-001                                        2                  2.4470066481091868E-001                                        3                  2.4493960811244953E-001                                        4                  2.4521974300357396E-001                                        5                  2.4570989617561073E-001                                        6                  2.4583290878778247E-001                                        5                  2.4642910112107780E-001                                        4                  2.4691889637317493E-001                                        3                  2.4747363585959198E-001                  2.4522801032158670E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509876952363269E+000                  1.5599782609834951E+000                  1.0015367756643817E+001                  1.0006669008835896E+000                  2.4367338255359536E+000                  3.6590674663448682E-010                  0.0000000000000000E+000                  7.5662554967573330E+000                  5.2920382960752814E+000                  2.1317980751698535E+001                  5.2920382960752814E+000                  7.5662554967573330E+000                  1.3400436535535234E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  6.1580315582127258E-048                  9.8009808018294242E-001                  5.3532528173798102E-005                  4.0714184048456200E-003                  3.1225065530180972E-003                  9.3804978873303288E-003                  5.1148803435948920E-001                  4.6752872938825524E-001                                        0                                        3                  1.0498934843124454E+001                  1.3478766994620500E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8677729698988426E+000                  0.0000000000000000E+000                  4.9999999999835532E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.1000000000000001E-002                  1.0000000000000000E+001                  8.3088150548634399E+005                  7.8698355784250760E+000 
                                       3                                     2924                  1.2715397761142341E+005                  4.0126743638702554E+012                  6.6877906064504257E+010                  1.1146317677417376E+009                  4.6442990322572403E+007                  1.9195390921562132E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282975415533594E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282975415533594E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6282975415533594E-001                                        1                  9.9999990474346445E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3250319906399127E-002                                        1                  9.9854432962693673E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579146338664505E+000                 -1.6074018046641861E+001                 -9.8999999999999986E+001                  1.5579146338664500E+000                 -9.1809436871807026E-001                  1.5564608427809266E+000                 -1.6074018046641861E+001                  4.8643781819387069E+032                  4.8704352169680505E+032                  4.9098360231062719E+032                  4.9385218618099763E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912811E-001                                        1                  2.4448284399222758E-001                                        2                  2.4470066481092018E-001                                        3                  2.4493960811245102E-001                                        4                  2.4521974300357546E-001                                        5                  2.4570989617561184E-001                                        6                  2.4583290878778358E-001                                        5                  2.4642910112107891E-001                                        4                  2.4691889637317604E-001                                        3                  2.4747363585959309E-001                  2.4522801032158820E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509869015528014E+000                  1.5599759380446621E+000                  1.0015377578374730E+001                  1.0006673267812252E+000                  2.4367329737406824E+000                  3.8061595844850015E-010                  0.0000000000000000E+000                  7.5662555400865683E+000                  5.2920385164253680E+000                  2.1317981101109876E+001                  5.2920385164253680E+000                  7.5662555400865683E+000                  1.3400436535535238E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  0.0000000000000000E+000                  9.8009808018294242E-001                  5.3532528173798096E-005                  4.0714184048456200E-003                  3.1225065530180976E-003                  9.3804978873303271E-003                  5.1148800413705853E-001                  4.6752875969422580E-001                                        0                                        3                  1.0497884087162850E+001                  1.3479450713370454E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8677279387321430E+000                  0.0000000000000000E+000                  4.9999999999835512E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.0997869686248907E-002                  1.0000000000000000E+001                  8.3019950466380548E+005                  7.8639238660695669E+000 
                                       4                                     2924                  1.2723699756188979E+005                  4.0152942742590933E+012                  6.6921571237651558E+010                  1.1153595206275260E+009                  4.6473313359480254E+007                  1.9191824699219993E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282978104284727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282978104284727E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6282978104284727E-001                                        1                  9.9999990474256784E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3250269542804818E-002                                        1                  9.9854432133049165E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579134169139999E+000                 -1.6074015285137385E+001                 -9.8999999999999986E+001                  1.5579134169139992E+000                 -9.1809710001262324E-001                  1.5564596309061876E+000                 -1.6074015285137385E+001                  4.8643799781489592E+032                  4.8704365186462683E+032                  4.9098368718071328E+032                  4.9385230282140656E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912856E-001                                        1                  2.4448284399222803E-001                                        2                  2.4470066481092062E-001                                        3                  2.4493960811245147E-001                                        4                  2.4521974300357591E-001                                        5                  2.4570989617561229E-001                                        6                  2.4583290878778402E-001                                        5                  2.4642910112107935E-001                                        4                  2.4691889637317649E-001                                        3                  2.4747363585959353E-001                  2.4522801032158864E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509868621798973E+000                  1.5599766212189443E+000                  1.0015387271786478E+001                  1.0006677471141745E+000                  2.4367321330747838E+000                  3.7595183528592396E-010                  0.0000000000000000E+000                  7.5662555821417277E+000                  5.2920387368557478E+000                  2.1317981450518534E+001                  5.2920387368557478E+000                  7.5662555821417277E+000                  1.3400436535535234E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  0.0000000000000000E+000                  9.8009808018294242E-001                  5.3532528173798089E-005                  4.0714184048456200E-003                  3.1225065530180976E-003                  9.3804978873303271E-003                  5.1148797393951495E-001                  4.6752878997523517E-001                                        0                                        3                  1.0496833447551612E+001                  1.3480125290203256E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8676834794358959E+000                  0.0000000000000000E+000                  4.9999999999835502E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.0995768174325694E-002                  1.0000000000000000E+001                  8.2952689732638269E+005                  7.8638757739134348E+000 
                                       5                                     2924                  1.2731995025162243E+005                  4.0179120620606001E+012                  6.6965201034343338E+010                  1.1160866839057224E+009                  4.6503611829405099E+007                  1.9188304725436711E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282980985845783E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282980985845783E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6282980985845783E-001                                        1                  9.9999990474228373E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3250225679149485E-002                                        1                  9.9854431993489223E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579090294901021E+000                 -1.6074012511018374E+001                 -9.8999999999999986E+001                  1.5579090294901019E+000                 -9.1809904867006309E-001                  1.5564552353048999E+000                 -1.6074012511018374E+001                  4.8643817722358090E+032                  4.8704378100783350E+032                  4.9098377326881468E+032                  4.9385241705754210E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912867E-001                                        1                  2.4448284399222814E-001                                        2                  2.4470066481092073E-001                                        3                  2.4493960811245158E-001                                        4                  2.4521974300357602E-001                                        5                  2.4570989617561240E-001                                        6                  2.4583290878778413E-001                                        5                  2.4642910112107946E-001                                        4                  2.4691889637317660E-001                                        3                  2.4747363585959364E-001                  2.4522801032158872E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509868228775573E+000                  1.5599773034763833E+000                  1.0015396951381218E+001                  1.0006681668475743E+000                  2.4367312936079841E+000                  3.7572034731779803E-010                  0.0000000000000000E+000                  7.5662556246312604E+000                  5.2920389575029860E+000                  2.1317981800310545E+001                  5.2920389575029860E+000                  7.5662556246312604E+000                  1.3400436535535234E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  0.0000000000000000E+000                  9.8009808018294242E-001                  5.3532528173798082E-005                  4.0714184048456200E-003                  3.1225065530180967E-003                  9.3804978873303271E-003                  5.1148794376674100E-001                  4.6752882023140152E-001                                        0                                        3                  1.0495782913233091E+001                  1.3480799893610629E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8676404102644275E+000                  0.0000000000000000E+000                  4.9999999999835492E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.0993666895103222E-002                  1.0000000000000000E+001                  8.2885494818924495E+005                  7.8638322477259592E+000 
                                       6                                     2924                  1.2740283574644136E+005                  4.0205277293518979E+012                  6.7008795489198296E+010                  1.1168132581533048E+009                  4.6533885756387703E+007                  1.9184785345154809E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282983978761498E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999990228475544E-001                  2.6282983978761498E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                                        0                  2.6282983978761498E-001                                        1                  9.9999990474200007E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        0                  5.3250185670765192E-002                                        1                  9.9854431854128278E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5579027471704714E+000                 -1.6074009719631160E+001                 -1.3671288541487453E+001                  1.5579027471704716E+000                 -9.1810065100911076E-001                  1.5564489372927699E+000                 -1.6074009719631160E+001                  4.8643835631429503E+032                  4.8704390963238899E+032                  4.9098386028885266E+032                  4.9385253099917523E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  2.4428310059912867E-001                                        1                  2.4448284399222814E-001                                        2                  2.4470066481092073E-001                                        3                  2.4493960811245158E-001                                        4                  2.4521974300357602E-001                                        5                  2.4570989617561240E-001                                        6                  2.4583290878778413E-001                                        5                  2.4642910112107946E-001                                        4                  2.4691889637317660E-001                                        3                  2.4747363585959364E-001                  2.4522801032158872E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6509867835824621E+000                  1.5599779843840123E+000                  1.0015406615086942E+001                  1.0006685858915789E+000                  2.4367304555199749E+000                  3.7540770813732076E-010                  0.0000000000000000E+000                  7.5662556670547554E+000                  5.2920391785329315E+000                  2.1317982150695183E+001                  5.2920391785329315E+000                  7.5662556670547554E+000                  1.3400436535535234E+000                  5.0000000000000000E-001                  4.0610069461986855E+000                  0.0000000000000000E+000                  9.8009808018294242E-001                  5.3532528173798068E-005                  4.0714184048456200E-003                  3.1225065530180972E-003                  9.3804978873303271E-003                  5.1148791361884505E-001                  4.6752885046261750E-001                                        0                                        3                  1.0494732484067782E+001                  1.3481474530685853E+002                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.8675973405582562E+000                  0.0000000000000000E+000                  4.9999999999835482E-013                  1.0000000000000000E-003                  1.0000000000000001E-001                  2.0991565826466180E-002                  1.0000000000000000E+001                  8.2818355488092487E+005                  7.8637887748515451E+000 
